# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
ip-10-145-11-135.us-west-1.compute.internal;60;1439954229;625.53;286827.17;22491.23;4.88;42845.15;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954289;0.00;288817.88;20702.43;0.00;34542.17;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954349;0.00;256024.57;35669.65;0.00;49489.28;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954409;0.00;230108.38;33042.90;0.00;45204.42;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954469;0.00;228845.93;8262.63;0.00;36401.37;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954529;0.00;241815.25;6704.32;0.00;20694.55;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954589;0.00;244735.47;13446.18;0.00;29910.53;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954649;0.00;144646.13;9515.65;0.00;19355.37;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954709;0.00;148074.45;4733.80;0.00;37698.22;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954769;0.00;139157.15;4482.97;0.00;20057.15;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954829;0.00;167826.03;8293.73;0.00;13189.13;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954889;0.00;223620.72;32263.40;0.00;7383.53;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439954949;0.00;156872.78;24736.42;0.00;43429.25;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955009;0.00;69903.87;24691.60;0.00;14003.08;0.00;0.00;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439955069;0.00;102931.68;12374.78;0.00;43706.67;0.00;0.00;0.00;0.00
