# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
ip-10-145-11-135.us-west-1.compute.internal;60;1439961367;-2706.00;0.00;2987.80
ip-10-145-11-135.us-west-1.compute.internal;60;1439961427;19.92;0.00;-460.00
ip-10-145-11-135.us-west-1.compute.internal;60;1439961487;-14.58;0.00;-1742.97
ip-10-145-11-135.us-west-1.compute.internal;60;1439961547;5.72;0.00;18.07
ip-10-145-11-135.us-west-1.compute.internal;60;1439961607;-49.73;0.00;30.30
ip-10-145-11-135.us-west-1.compute.internal;60;1439961667;44.58;0.00;-47.62
ip-10-145-11-135.us-west-1.compute.internal;60;1439961727;-29.25;0.00;46.68
ip-10-145-11-135.us-west-1.compute.internal;60;1439961787;81.12;0.00;-37.42
ip-10-145-11-135.us-west-1.compute.internal;60;1439961847;-103.95;0.00;128.53
ip-10-145-11-135.us-west-1.compute.internal;60;1439961907;91.38;0.00;707.43
ip-10-145-11-135.us-west-1.compute.internal;60;1439961967;-77.87;0.00;77.03
ip-10-145-11-135.us-west-1.compute.internal;60;1439962027;-14.53;0.00;-37.88
ip-10-145-11-135.us-west-1.compute.internal;60;1439962087;10821.78;0.00;-8826.98
ip-10-145-11-135.us-west-1.compute.internal;60;1439962147;-5824.28;0.00;5791.03
ip-10-145-11-135.us-west-1.compute.internal;60;1439962207;-4924.02;0.00;4891.40
ip-10-145-11-135.us-west-1.compute.internal;60;1439962267;32.10;0.00;-56.62
ip-10-145-11-135.us-west-1.compute.internal;60;1439962327;-3.30;0.00;-13.87
ip-10-145-11-135.us-west-1.compute.internal;60;1439962387;-13.12;0.00;58.43
ip-10-145-11-135.us-west-1.compute.internal;60;1439962447;-5.23;0.00;-24.13
ip-10-145-11-135.us-west-1.compute.internal;60;1439962507;22.97;0.00;46.88
ip-10-145-11-135.us-west-1.compute.internal;60;1439962567;12.17;0.00;52.60
ip-10-145-11-135.us-west-1.compute.internal;60;1439962627;-52.05;0.00;118.55
ip-10-145-11-135.us-west-1.compute.internal;60;1439962687;34.60;0.00;10.50
ip-10-145-11-135.us-west-1.compute.internal;60;1439962747;-100.50;0.00;220.97
ip-10-145-11-135.us-west-1.compute.internal;60;1439962807;93.87;0.00;-95.72
ip-10-145-11-135.us-west-1.compute.internal;60;1439962867;26.47;0.00;-29.07
ip-10-145-11-135.us-west-1.compute.internal;60;1439962927;-28.35;0.00;15.77
ip-10-145-11-135.us-west-1.compute.internal;60;1439962987;60.98;0.00;-85.55
ip-10-145-11-135.us-west-1.compute.internal;60;1439963047;-142.15;0.00;75.67
ip-10-145-11-135.us-west-1.compute.internal;60;1439963107;16.97;0.00;-88.03
ip-10-145-11-135.us-west-1.compute.internal;60;1439963167;6.10;0.00;-3.78
ip-10-145-11-135.us-west-1.compute.internal;60;1439963227;-2.78;0.00;84.32
ip-10-145-11-135.us-west-1.compute.internal;60;1439963287;-34.38;0.00;103.23
ip-10-145-11-135.us-west-1.compute.internal;60;1439963347;83.10;0.00;101.12
ip-10-145-11-135.us-west-1.compute.internal;60;1439963407;-83.62;0.00;113.05
